Chalmers / Gothenburg University,Daniel Strüber,0001,https://dblp.org/pid/46/11388-1.xml
Chalmers / Gothenburg University,Rebekka Wohlrab,-1,https://dblp.org/pid/151/6085.xml
Chalmers / Gothenburg University,Lucas Gren,-1,https://dblp.org/pid/165/1245.xml
Chalmers / Gothenburg University,Hans-Martin Heyn,-1,https://dblp.org/pid/150/1256.xml
Chalmers / Gothenburg University,Hazem Torfah,-1,https://dblp.org/pid/140/9733.xml
Chalmers / Gothenburg University,Farnaz Fatrousi,-1,https://dblp.org/pid/81/5298.xml
Chalmers / Gothenburg University,Wolfgang Ahrendt,-1,https://dblp.org/pid/91/1275.xml
Chalmers / Gothenburg University,Yehia Abd Alrahman,-1,https://dblp.org/pid/154/0058.xml
Chalmers / Gothenburg University,Chih-Hong Cheng,-1,https://dblp.org/pid/64/3701.xml
Mälardalen University,Alessio Bucaioni,-1,https://dblp.org/pid/143/4024.xml
Mälardalen University,Luciana Provenzano,-1,https://dblp.org/pid/35/160.xml
Mälardalen University,Hans A. Hansson,-1,https://dblp.org/pid/65/1154.xml
Mälardalen University,Jan Carlsson,-1,https://dblp.org/pid/98/10376.xml
Mälardalen University,Antonio Cicchetti,-1,https://dblp.org/pid/28/2455.xml
Mälardalen University,Federico Ciccozzi,-1,https://dblp.org/pid/36/10028.xml
Mälardalen University,Kristina Lundqvist,-1,https://dblp.org/pid/53/2238.xml
Mälardalen University,Daniel Sundmark,-1,https://dblp.org/pid/98/7045.xml
Mälardalen University,Wasif Afzal,-1,https://dblp.org/pid/59/5422.xml
Mälardalen University,Eduard Paul Enoiu,-1,https://dblp.org/pid/119/1657.xml
Mälardalen University,Barbara Gallina,-1,https://dblp.org/pid/34/3823.xml
Mälardalen University,Mikael Sjödin,-1,https://dblp.org/pid/37/6301.xml
Mälardalen University,Daniel Flemström,-1,https://dblp.org/pid/13/6886.xml
Mälardalen University,Saad Mubeen,-1,https://dblp.org/pid/80/8239.xml
Mälardalen University,Cristina Seceleanu,-1,https://dblp.org/pid/85/2148.xml
Mälardalen University,Abu Naser Masud,-1,https://dblp.uni-trier.de/pid/38/9126.xml
